geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
5617,-23.59084364807545,-46.72016956440064,sao paulo,SP
88034,-27.57829182201586,-48.50832936970959,florianopolis,SC
21930,-22.82210903580701,-43.17547738856828,rio de janeiro,RJ
21830,-22.879575586733225,-43.484040785186615,rio de janeiro,RJ
70863,-15.753189944255825,-47.885211,brasilia,DF
18040,-23.49671039632989,-47.474010586184974,sorocaba,SP
67130,-1.3689312341834283,-48.40218873470791,ananindeua,PA
73808,-15.525612499999966,-47.27180740299997,formosa,GO
4015,-23.585731595620015,-46.64025857063306,sao paulo,SP
22071,-22.977794064660447,-43.19117697224306,rio de janeiro,RJ
21940,-22.812675087425703,-43.20566169219233,rio de janeiro,RJ
81240,-25.473152975849757,-49.3401535732588,curitiba,PR
3088,-23.52731184179699,-46.56137431473256,sao paulo,SP
72140,-15.812947642796448,-48.08595538679828,brasilia,DF
95057,-29.14022342215711,-51.13702505351878,caxias do sul,RS
13170,-22.828660470713867,-47.26534994587114,sumare,SP
24030,-22.8873312653738,-43.12078999918501,niteroi,RJ
36504,-21.1155027955324,-42.94111963777258,uba,MG
31710,-19.844571614490143,-43.96020031779099,belo horizonte,MG
41613,-12.95780165962436,-38.395063974245375,salvador,BA
11900,-24.506259621703503,-47.85067403996196,registro,SP
30411,-19.92521656036128,-43.964783460586325,belo horizonte,MG
89898,-26.971453394337747,-53.638815489325495,tunapolis,SC
13211,-23.18016836848353,-46.91557775026318,jundiai,SP
19780,-22.24929227455708,-50.69642079391613,quata,SP
17340,-22.460508046249466,-48.567508782690055,barra bonita,SP
35183,-19.558701660263324,-42.6667329474498,timóteo,MG
36860,-21.13415799755136,-42.20257203794221,patrocínio do muriaé,MG
1415,-23.557744127988823,-46.66321502930168,sao paulo,SP
52011,-8.05065849042071,-34.90024249570083,recife,PE
60510,-3.7546932886490776,-38.58064714432453,fortaleza,CE
96910,-29.342638006932876,-52.97689685341327,segredo,RS
88901,-28.94444787998049,-49.49440755664878,ararangua,SC
4647,-23.649443580904844,-46.67816345337295,sao paulo,SP
79003,-20.46593920154882,-54.60293254446925,campo grande,MS
25976,-22.40626699111929,-42.96147806608996,teresopolis,RJ
35400,-20.386302558976304,-43.489853056898816,ouro preto,MG
31741,-19.843902301434955,-43.93409357384999,belo horizonte,MG
50761,-8.068481015263433,-34.92624565958798,recife,PE
14860,-21.19117140540497,-48.16131775241683,barrinha,SP
57515,-9.46992322362592,-37.45638211536394,senador rui palmeira,AL
6390,-23.537220102467963,-46.85882032050499,carapicuiba,SP
3975,-23.581705512675526,-46.76626437971915,são paulo,SP
79094,-20.513522482659084,-54.66368497403208,campo grande,MS
8021,-23.501890959201333,-46.435761266864766,sao paulo,SP
18130,-23.52988433862058,-47.13675977248263,sao roque,SP
79601,-20.772027,-51.71824575,tres lagoas,MS
7727,-23.372281897090843,-46.67708529978608,caieiras,SP
11430,-23.99834433325758,-46.29099326039937,guaruja,SP
21220,-22.842831257573938,-43.32156516957129,rio de janeiro,RJ
19600,-22.229637866448083,-50.89823891669147,rancharia,SP
89172,-27.257980208506677,-49.93085052938333,pouso redondo,SC
12850,-22.679701131301957,-44.31774992657436,bananal,SP
5207,-23.39940667110051,-46.75281398473654,são paulo,SP
97670,-28.65598281584385,-56.01134975494388,sao borja,RS
53433,-7.911394899297813,-34.84023122585353,paulista,PE
36201,-21.220981771706285,-43.779714763441184,barbacena,MG
16402,-21.6701774685804,-49.7257768279718,lins,SP
14500,-20.33813942215896,-47.78174064322658,ituverava,SP
13567,-22.00431541271851,-47.87539020843673,sao carlos,SP
71250,-15.776556242266905,-48.00254208713626,brasilia,DF
23955,-23.01125856581285,-44.530380912893285,angra dos reis,RJ
23015,-22.906864101015717,-43.53680198222639,rio de janeiro,RJ
4436,-23.671444987506515,-46.67309975422707,sao paulo,SP
64015,-5.0927579490001245,-42.79748379899965,teresina,PI
79841,-22.22450441733332,-54.766342164508615,dourados,MS
17810,-21.79806825744304,-51.18036608425478,mariapolis,SP
4026,-23.596877263113853,-46.64785321870851,sao paulo,SP
2472,-23.475464088810693,-46.654413532748585,sao paulo,SP
20561,-22.921619656413984,-43.26200918344977,rio de janeiro,RJ
9541,-23.620068471002327,-46.57285324854291,sao caetano do sul,SP
37410,-21.69451186378992,-45.25192428192978,tres coracoes,MG
4531,-23.5807497238444,-46.67429543366612,sao paulo,SP
33822,-19.828460234537403,-44.086735107591856,ribeirao das neves,MG
8765,-23.670822309402293,-46.17912045443463,mogi das cruzes,SP
95500,-29.824650446289567,-50.509345001626016,santo antonio da patrulha,RS
82020,-25.402811807429973,-49.32244985481084,curitiba,PR
57440,-9.604761111065375,-37.24849386111683,monteiropolis,AL
74815,-16.708013968510546,-49.24181812467197,goiania,GO
57500,-9.372936123652645,-37.24261699815207,santana do ipanema,AL
14022,-21.226395814200256,-47.78501779742152,ribeirao preto,SP
85884,-25.300514635916603,-54.08925327400307,medianeira,PR
86067,-23.294399569086337,-51.22364777386985,londrina,PR
1138,-23.52468532944775,-46.65537406549718,sao paulo,SP
3609,-23.51554218427429,-46.54468391093711,sao paulo,SP
91360,-30.02139443104038,-51.15676913336026,porto alegre,RS
13482,-22.588538249235388,-47.43708355536961,limeira,SP
81310,-25.500282715794324,-49.32344297209885,curitiba,PR
31560,-19.834637615875124,-43.972049330428696,belo horizonte,MG
44090,-12.28170145268046,-38.95587100582839,feira de santana,BA
9560,-23.639000692894413,-46.55846278564987,são caetano do sul,SP
15085,-20.83823306657039,-49.38599894033018,sao jose do rio preto,SP
14230,-21.319245,-47.5700895,serra azul,SP
49300,-11.18220237744387,-37.995787724587096,tobias barreto,SE
36300,-21.131298,-44.25482924999999,sao joao del rei,MG
5435,-23.550775983899836,-46.68989560283338,sao paulo,SP
6286,-23.506438756044723,-46.77136771161072,osasco,SP
97542,-29.78343332203724,-55.7954320967786,alegrete,RS
23082,-22.890419077990643,-43.57520178518661,rio de janeiro,RJ
12327,-23.30551446932889,-45.97637862600266,jacarei,SP
14120,-21.238827840169595,-47.97514856805903,dumont,SP
35736,-19.37337020175121,-44.063618582923255,funilandia,MG
35059,-18.840675626394184,-41.94833127233421,governador valadares,MG
86910,-23.702403535933797,-51.63796801376384,marumbi,PR
7793,-23.41273897564752,-46.84083057313486,cajamar,SP
62250,-4.332962769902816,-40.72169015684284,ipu,CE
37190,-21.37629643811565,-45.51633053793285,tres pontas,MG
1303,-23.55104087093889,-46.64781522355593,sao paulo,SP
86046,-23.34881349615165,-51.14654337238578,londrina,PR
79825,-22.22091962846114,-54.80866184899305,dourados,MS
18053,-23.498421821253437,-47.52309181363604,sorocaba,SP
1333,-23.56338911212421,-46.65197488398066,sao paulo,SP
75902,-17.783735197493026,-50.94181749373257,rio verde,GO
4055,-23.623494736886144,-46.64194340896761,sao paulo,SP
15015,-20.81203562751878,-49.38271800898824,são josé do rio preto,SP
5440,-23.5464903075192,-46.69229742991519,sao paulo,SP
11630,-23.79066502903293,-45.36074706068905,ilhabela,SP
84990,-24.14070606984741,-49.82932906206422,arapoti,PR
22411,-22.983525471002324,-43.19899286955393,rio de janeiro,RJ
5756,-23.6261685662075,-46.75528483749092,sao paulo,SP
59198,-6.489401487553692,-35.28895124142214,montanhas,RN
47590,-11.820200807441951,-42.60958919093076,ipupiara,BA
5128,-23.493669401061748,-46.74186492881868,sao paulo,SP
11070,-23.95465885152052,-46.34197730169081,santos,SP
25750,-22.328726096349563,-43.13171793747401,petropolis,RJ
22631,-23.004823211495157,-43.32549178850486,rio de janeiro,RJ
11750,-24.30915804844584,-46.997916597227565,peruibe,SP
4379,-23.65868728282069,-46.65449342200935,sao paulo,SP
14530,-20.180587088530974,-48.02328891959168,miguelopolis,SP
22051,-22.97356608549247,-43.18974742798194,rio de janeiro,RJ
28010,-21.765429444077025,-41.32235947683871,campos dos goytacazes,RJ
81170,-25.50802664501703,-49.320609144468776,curitiba,PR
21921,-22.80906346325296,-43.18188824401619,rio de janeiro,RJ
29060,-20.286425161155577,-40.29555372626769,vitoria,ES
79640,-20.77748404306568,-51.72167353210399,tres lagoas,MS
13401,-22.73578618230213,-47.66276960935254,piracicaba,SP
55750,-7.857635725265391,-35.76987643786273,surubim,PE
13848,-22.34125110387064,-46.928371109673,mogi guaçu,SP
6900,-23.868975802126744,-46.79222908583607,embu-guacu,SP
14840,-21.37049888664447,-48.24212260867416,guariba,SP
18071,-23.45790224868713,-47.50299972245942,sorocaba,SP
60170,-3.729866741877795,-38.490946301431016,fortaleza,CE
35938,-19.83061749024425,-43.09750740145941,bela vista de minas,MG
3642,-23.527326467943908,-46.53476264501703,sao paulo,SP
37750,-21.674416226233067,-45.919504909898336,machado,MG
35600,-19.730598624269486,-45.26416850950182,bom despacho,MG
33045,-19.754716970157087,-43.88310218117166,santa luzia,MG
39670,-17.864479006799446,-42.86480685789625,itamarandiba,MG
14030,-21.197102889660226,-47.846850524282125,ribeirao preto,SP
38540,-18.48044346986403,-47.40455706431309,abadia dos dourados,MG
26070,-22.713497581881697,-43.43268070779457,nova iguacu,RJ
7717,-23.33471289894497,-46.75881611991267,caieiras,SP
20271,-22.91456685290549,-43.231376111979976,rio de janeiro,RJ
78740,-16.477143579519854,-54.62135501304174,rondonopolis,MT
7700,-23.360543219016645,-46.739631206195575,caieiras,SP
72035,-15.872936383463808,-48.03623744702968,brasilia,DF
74967,-16.81389834627944,-49.28958780043209,aparecida de goiania,GO
30130,-19.928254265047094,-43.92755596641468,belo horizonte,MG
31320,-19.8866430313636,-43.98278326158465,belo horizonte,MG
88340,-27.02802733936088,-48.65421504252558,camboriu,SC
8253,-23.555237228143568,-46.43829265029716,sao paulo,SP
6288,-23.500730283109164,-46.76941274617697,osasco,SP
65398,-3.670844234502311,-45.84642562315729,alto alegre do pindare,MA
32235,-19.979270446614127,-44.03918062887016,contagem,MG
2517,-23.509400752149578,-46.66165941716191,sao paulo,SP
5875,-23.693837700975138,-46.78003518666689,sao paulo,SP
9190,-23.672066782749415,-46.53558686685718,santo andre,SP
36202,-21.21569494254015,-43.77810417469656,barbacena,MG
1154,-23.531867563186864,-46.66185691959824,sao paulo,SP
12951,-23.125958321705067,-46.58379214630368,atibaia,SP
94818,-29.99956864742701,-51.063536859618026,alvorada,RS
37567,-22.15670099810057,-45.75516702374868,sao sebastiao da bela vista,MG
35960,-19.96140906948431,-43.408452463882696,santa barbara,MG
17201,-22.29360304218364,-48.56097751901435,jau,SP
89252,-26.49195280835361,-49.10046050121655,jaragua do sul,SC
65072,-2.4945984271452315,-44.24324232361937,sao luis,MA
72878,-16.059690624997284,-47.98221584165004,valparaiso de goias,GO
18273,-23.352911063491412,-47.83021001614749,tatui,SP
9420,-23.7164301989104,-46.41305843606453,ribeirao pires,SP
4241,-23.622307103525863,-46.58758138190316,são paulo,SP
9530,-23.623106475497824,-46.57868647549782,são caetano do sul,SP
17160,-22.03848554259568,-48.91274371272055,arealva,SP
31620,-19.80559142048013,-43.96510848641001,belo horizonte,MG
8745,-23.54672350650585,-46.2392957445268,mogi das cruzes,SP
45607,-14.809554199549922,-39.27123572078597,itabuna,BA
29890,-18.12634376898197,-40.36648800533127,montanha,ES
13150,-22.638354046040444,-47.18532030417903,cosmopolis,SP
11705,-24.030853247883712,-46.49296859764144,praia grande,SP
39723,-18.842843886057587,-42.28899394296322,sao geraldo da piedade,MG
13505,-22.382048540264,-47.57468051833312,rio claro,SP
89275,-26.42062042462805,-49.06209388445162,schroeder,SC
71917,-15.83620023421393,-48.03252705147205,brasilia,DF
31744,-19.81150197945644,-43.94314334776961,belo horizonte,MG
18078,-23.435784949877142,-47.46936103830192,sorocaba,SP
7500,-23.315319532627885,-46.2245332536923,santa isabel,SP
78450,-13.80981976918306,-56.07802277445256,nova mutum,MT
17018,-22.36399361310517,-49.04858155011815,bauru,SP
5372,-23.58295108935896,-46.76216816013624,sao paulo,SP
56850,-7.949216008545798,-37.7885205527464,flores,PE
83823,-25.66186245439245,-49.29181756589479,fazenda rio grande,PR
38760,-19.10946617488532,-46.67953951569352,serra do salitre,MG
92310,-29.909584995335216,-51.18825417914563,canoas,RS
13224,-23.211726736610167,-46.82573479340649,varzea paulista,SP
3946,-23.59490949096897,-46.4920084483813,sao paulo,SP
5025,-23.527256940879475,-46.68567755704306,são paulo,SP
11045,-23.97378377961804,-46.32173566305044,santos,SP
20260,-22.915411596716545,-43.21169880489348,rio de janeiro,RJ
62050,-3.7087435395519104,-40.334400005543394,sobral,CE
9060,-23.66891985292301,-46.54911143204402,santo andré,SP
16903,-20.906925233971947,-51.39462172009348,andradina,SP
78110,-15.640333222199132,-56.1364786296508,varzea grande,MT
4469,-23.694515884817367,-46.669010290870766,são paulo,SP
18010,-23.497392615931357,-47.45825186700412,sorocaba,SP
18273,-23.351973825161345,-47.831999601745096,tatui,SP
30570,-19.960899118789317,-43.97530148364003,belo horizonte,MG
35170,-19.48459382745995,-42.63105400015651,coronel fabriciano,MG
22430,-22.980792288937536,-43.21894759325409,rio de janeiro,RJ
13251,-22.99234031502666,-46.82890861165871,itatiba,SP
35162,-19.481248786815296,-42.585703930220525,ipatinga,MG
28950,-22.74946838728072,-41.87833547982427,armacao dos buzios,RJ
7230,-23.454773601996667,-46.45576859186912,guarulhos,SP
11630,-23.827685006343785,-45.3671714494925,ilhabela,SP
11360,-23.94023403951856,-46.397613497035024,sao vicente,SP
6240,-23.498019324456084,-46.80654792368279,osasco,SP
55660,-8.24052963505032,-35.778962944106915,bezerros,PE
36570,-20.75388660425459,-42.82649049667833,vicosa,MG
92120,-29.948102488458808,-51.17563378282071,canoas,RS
4143,-23.616397959201336,-46.63519994685208,sao paulo,SP
65500,-3.7477066394574594,-43.36417005301464,chapadinha,MA
26011,-22.756054245295022,-43.43005844214209,nova iguacu,RJ
89900,-26.724071693283108,-53.5103730075189,sao miguel do oeste,SC
5311,-23.526225596456747,-46.73898242102839,são paulo,SP
11070,-23.953481077442387,-46.3364570589763,santos,SP
77600,-10.177332515422467,-48.88827885869645,paraiso do tocantins,TO
27930,-22.395431368585545,-41.81444550784649,macae,RJ
5415,-23.562401563419694,-46.6830074650297,são paulo,SP
89520,-27.3006670697534,-50.567563994395535,curitibanos,SC
5726,-23.625364075768942,-46.74214856050551,são paulo,SP
98930,-27.65624234972174,-54.434601238782,tucunduva,RS
18214,-23.581352921938645,-48.021063660581135,itapetininga,SP
6331,-23.543463143023864,-46.83382546997101,carapicuíba,SP
5546,-23.58589130114256,-46.77165507132555,sao paulo,SP
86802,-23.56254777011328,-51.47836754241511,apucarana,PR
2676,-23.45486133888281,-46.66993976380633,sao paulo,SP
24431,-22.829971068102207,-43.079798444072935,sao goncalo,RJ
79190,-20.440909697270065,-54.86918363892827,terenos,MS
25953,-22.41708536534327,-42.96753803326123,teresópolis,RJ
30510,-19.94129004607879,-44.00246723146179,belo horizonte,MG
65025,-2.5361229708580866,-44.29334759186912,sao luis,MA
9182,-23.692393948929556,-46.53224894116793,santo andre,SP
93950,-29.59165539133824,-51.10597249197857,dois irmaos,RS
56903,-7.985787610175445,-38.29266413582301,serra talhada,PE
37505,-22.41899471570743,-45.46478277178908,itajuba,MG
27910,-22.375933601444704,-41.77939705228218,macae,RJ
47120,-10.715333353473502,-43.63176840282451,buritirama,BA
12241,-23.233847008598342,-45.92416184055624,sao jose dos campos,SP
9080,-23.647951382739897,-46.53789889814756,santo andre,SP
9641,-23.652574500432696,-46.578689077990646,são bernardo do campo,SP
41830,-12.834364722923045,-38.45883770367033,salvador,BA
4165,-23.62085740161001,-46.60881082070517,sao paulo,SP
93510,-29.68306936351637,-51.12416901353354,novo hamburgo,RS
89124,-26.784999860025906,-49.37543776168118,benedito novo,SC
11432,-23.98922837607479,-46.2637784074384,guaruja,SP
20270,-22.916235363581304,-43.21950446251955,rio de janeiro,RJ
95995,-28.880219917179144,-52.1809255051572,arvorezinha,RS
6263,-23.492817722532465,-46.79032943965864,osasco,SP
6780,-23.621846019498168,-46.789416101589744,taboao da serra,SP
25260,-22.64716176982086,-43.26592593943164,duque de caxias,RJ
35510,-20.192793894387663,-44.76555728250532,carmo do cajuru,MG
28500,-21.98131553000994,-42.36976815108138,cantagalo,RJ
36820,-20.607283914377625,-42.143807793590135,divino,MG
17300,-22.3656475645614,-48.37405319707248,dois corregos,SP
29480,-20.95635395973015,-41.34332236476864,muqui,ES
78280,-15.673854395935573,-58.09869086709389,mirassol d oeste,MT
71020,-15.822059560083682,-47.98034488401232,brasília,DF
26022,-22.720694124232505,-43.44518547496233,nova iguacu,RJ
85859,-25.514069532580248,-54.52818043967735,foz do iguaçu,PR
38600,-17.222267119419712,-46.87712892688495,paracatu,MG
13560,-22.016850463788963,-47.88503949708581,sao carlos,SP
33400,-19.644544238044038,-43.88098173812698,lagoa santa,MG
3973,-23.622318503462456,-46.48124224854291,são paulo,SP
26127,-22.734962250650156,-43.42281802753307,belford roxo,RJ
28740,-22.082349475836267,-41.87571502109893,conceicao de macabu,RJ
6851,-23.715359116621173,-46.85519162316479,itapecerica da serra,SP
79081,-20.49562674326278,-54.633211951439705,campo grande,MS
21235,-22.83361045989382,-43.31873428752389,rio de janeiro,RJ
32340,-19.94621101473164,-44.054305603014114,contagem,MG
14026,-21.215428092705835,-47.827025874545576,ribeirao preto,SP
56306,-9.387622869529736,-40.51267251963026,petrolina,PE
21230,-22.826090857938805,-43.3223174204789,rio de janeiro,RJ
4641,-23.63944475936294,-46.6869450180334,sao paulo,SP
24130,-22.880053558205685,-43.09589578298053,niteroi,RJ
3634,-23.52434082320221,-46.54744934160408,sao paulo,SP
7130,-23.446048913959263,-46.52207247737897,guarulhos,SP
81730,-25.50943909909912,-49.22548214994743,curitiba,PR
4256,-23.631045653067105,-46.58641798251486,sao paulo,SP
47850,-12.089061098532447,-45.806955762802495,luís eduardo magalhães,BA
14010,-21.173863624913825,-47.81254210113768,ribeirão preto,SP
22071,-22.981259702204312,-43.19274366388715,rio de janeiro,RJ
88050,-27.50782456036128,-48.51343236063845,florianopolis,SC
81250,-25.47948963558197,-49.339561521640086,curitiba,PR
30160,-19.924888201223364,-43.93742578183974,belo horizonte,MG
75570,-18.21903652098216,-49.73886803545583,bom jesus,GO
6705,-23.58808207826033,-46.89813030802782,cotia,SP
22713,-22.928463028898054,-43.40229668038406,rio de janeiro,RJ
36520,-21.01077593650225,-42.83930183686557,visconde do rio branco,MG
34710,-19.8769435569604,-43.902891931862,sabara,MG
66080,-1.4381932096326424,-48.45954742893308,belem,PA
18720,-23.38203855174885,-48.728917057680086,paranapanema,SP
17026,-22.29345202016961,-49.0457614900056,bauru,SP
55200,-8.366189680427647,-36.69426956837394,pesqueira,PE
68515,-6.081430460350546,-49.88210364904509,parauapebas,PA
35901,-19.661195230160374,-43.22484603343052,itabira,MG
64052,-5.068153763974808,-42.77612364892636,teresina,PI
75025,-16.328349999999944,-48.95726999999994,anapolis,GO
22730,-22.91755858382983,-43.37183344332693,rio de janeiro,RJ
3357,-23.564372510964272,-46.556673129609365,são paulo,SP
60730,-3.7909466126543134,-38.579946091049365,fortaleza,CE
98400,-27.368041840229058,-53.39847167353396,frederico westphalen,RS
30720,-19.91366353621104,-43.97700172009348,belo horizonte,MG
47100,-11.094909516073493,-43.16064735489376,barra,BA
47850,-12.089698346029763,-45.79618023024447,luis eduardo magalhaes,BA
39920,-15.897371961563096,-40.17686213906271,jordania,MG
28940,-22.86092951459223,-42.10538745528814,são pedro da aldeia,RJ
8579,-23.46029012333837,-46.36702457114806,itaquaquecetuba,SP
91380,-30.01249567415893,-51.14336486332152,porto alegre,RS
13087,-22.84978530591258,-47.04274664919556,campinas,SP
39527,-15.39608977583366,-42.8628070914373,mato verde,MG
18202,-23.58350133698645,-48.017664538469056,itapetininga,SP
3343,-23.55969513351698,-46.56974506710258,sao paulo,SP
37750,-21.672123697709598,-45.92313019344504,machado,MG
2021,-23.496580818584334,-46.636546259367634,sao paulo,SP
3408,-23.54553384928566,-46.55301970789138,sao paulo,SP
3471,-23.56837491257428,-46.51999801387845,sao paulo,SP
95670,-29.373137655932812,-50.88404458508424,gramado,RS
9950,-23.68014981262643,-46.58082520497429,diadema,SP
31360,-19.86567393282939,-44.01750638314393,belo horizonte,MG
9260,-23.62682948320735,-46.50237391381502,santo andre,SP
37440,-21.97812053751782,-44.9351975299944,caxambu,MG
6065,-23.55339580154659,-46.78759952011086,osasco,SP
56308,-9.392841048876234,-40.51518319443985,petrolina,PE
69095,-3.0367647346644477,-59.97679977921401,manaus,AM
30840,-19.887051531219367,-44.002063241877785,belo horizonte,MG
8225,-23.53109832722605,-46.46323689953253,sao paulo,SP
5041,-23.523895623925213,-46.691459916180975,são paulo,SP
13218,-23.1801802015831,-46.79370160870703,jundiai,SP
1453,-23.581501543164592,-46.68735677436658,sao paulo,SP
6365,-23.548264585910907,-46.84819915731688,carapicuiba,SP
22261,-22.959691521524512,-43.20146928988984,rio de janeiro,RJ
59340,-6.215890768311052,-36.68049919056134,sao vicente,RN
12070,-23.016920032650635,-45.54428363391369,taubate,SP
88220,-27.118093151421643,-48.60882405482961,itapema,SC
35420,-20.386681637803672,-43.42412159394659,mariana,MG
86200,-23.273738333942585,-51.044625600992845,ibiporã,PR
38190,-19.86041696598249,-47.432248324201296,sacramento,MG
21750,-22.8796111984534,-43.41651342881867,rio de janeiro,RJ
21932,-22.79746531779098,-43.210997104218364,rio de janeiro,RJ
26556,-22.778466964425743,-43.434246433035895,mesquita,RJ
28030,-21.76523476774185,-41.34265648279563,campos dos goytacazes,RJ
38700,-18.592305989088725,-46.51621959923619,patos de minas,MG
4718,-23.62899044685208,-46.70392937454557,sao paulo,SP
90010,-30.03629784595194,-51.23798743810951,porto alegre,RS
28085,-21.726962446765334,-41.304228121903854,campos dos goytacazes,RJ
73813,-15.549461937272785,-47.329127601448405,formosa,GO
28960,-22.828540797176604,-42.20098373573104,iguaba grande,RJ
7718,-23.34027091773255,-46.75633660760888,caieiras,SP
68377,-3.1925249999999967,-52.20600074999999,altamira,PA
37590,-22.28147473025,-46.601210253883295,jacutinga,MG
5015,-23.535412773529867,-46.670007620722544,sao paulo,SP
11630,-23.828343724953022,-45.36067721064045,ilhabela,SP
38740,-18.938090887249448,-46.99063066121604,patrocinio,MG
70386,-15.832741499999992,-47.9245275,brasilia,DF
25940,-22.6637755504997,-43.02025836504258,guapimirim,RJ
95190,-28.974223047442354,-51.07805289228693,sao marcos,RS
22630,-23.01105563445679,-43.32792926380635,rio de janeiro,RJ
78285,-15.626698917891504,-58.18148595499631,são josé dos quatro marcos,MT
57035,-9.659916419095154,-35.70956939731084,maceio,AL
35010,-18.85824418426634,-41.9504331727089,governador valadares,MG
81280,-25.44183443967013,-49.35334884330696,curitiba,PR
30140,-19.932008877055743,-43.92891883749783,belo horizonte,MG
7085,-23.425007814876796,-46.55343493658029,guarulhos,SP
76400,-14.533561186738437,-49.13166408283558,uruacu,GO
65680,-6.180389159545589,-43.78796128519709,passagem franca,MA
7252,-23.443251789341573,-46.402689819175954,guarulhos,SP
76801,-8.754078853341452,-63.90062415726487,porto velho,RO
74681,-16.621799913303157,-49.20151087179472,goiania,GO
13172,-22.816970652814096,-47.29013909845309,sumare,SP
12380,-23.39689751736355,-45.88440754205058,santa branca,SP
38409,-18.9265897880202,-48.21501232422006,uberlandia,MG
6608,-23.53399726251153,-46.91280911712257,jandira,SP
60841,-3.8145916339086616,-38.4974907983607,fortaleza,CE
23045,-22.915108068555597,-43.56325087134292,rio de janeiro,RJ
71694,-15.90963081833698,-47.75266554522584,brasília,DF
30622,-19.9876181379479,-43.9898750888107,belo horizonte,MG
6132,-23.55043868748913,-46.79991813962135,osasco,SP
86185,-23.279722113797654,-51.24429040259097,cambe,PR
48790,-10.962610782563544,-38.78755853111427,tucano,BA
85601,-26.081143959026637,-53.06128579756844,francisco beltrao,PR
5728,-23.63280320739602,-46.739237617304966,sao paulo,SP
4244,-23.624294647238727,-46.59099175867045,sao paulo,SP
6266,-23.488957435195324,-46.79331958869512,osasco,SP
3981,-23.6115988642738,-46.51857536441801,são paulo,SP
30530,-19.93160908465575,-43.9981500807606,belo horizonte,MG
94110,-29.90420270774424,-51.05912991465176,gravatai,RS
16013,-21.226862954757937,-50.42248475007212,aracatuba,SP
40717,-12.892583772158416,-38.47798879155312,salvador,BA
39480,-15.49172180774403,-44.36454722591401,januaria,MG
3306,-23.543005704137556,-46.57616880489346,sao paulo,SP
5717,-23.63512307271053,-46.7324636744474,sao paulo,SP
11250,-23.79565315764188,-46.00703533039894,bertioga,SP
7600,-23.329687948044867,-46.59366070260938,mairipora,SP
79020,-20.46016991866247,-54.5948153798257,campo grande,MS
32070,-19.895272338583432,-44.10141501643958,contagem,MG
28035,-21.759378385759565,-41.33083902968167,campos dos goytacazes,RJ
24020,-22.89123057236368,-43.1231674633952,niteroi,RJ
39460,-14.75155461362509,-43.940764759022365,manga,MG
3015,-23.53718574381104,-46.59403568082404,sao paulo,SP
29900,-19.383854626066327,-40.07436173374647,linhares,ES
26440,-22.645266274051437,-43.6476616126235,japeri,RJ
35420,-20.39734822784341,-43.41552731371241,mariana,MG
8050,-23.50634616902304,-46.45734212476192,sao paulo,SP
19700,-22.44048998045865,-50.582161119879466,paraguacu paulista,SP
37968,-21.191030454104208,-46.9753357208041,monte santo de minas,MG
95330,-28.942755256193585,-51.556329056281335,veranópolis,RS
8775,-23.4986021294281,-46.186007972061525,mogi das cruzes,SP
24110,-22.863458605789887,-43.09742245879604,niteroi,RJ
17054,-22.344461314327276,-49.08675358489817,bauru,SP
36900,-20.274382813161367,-42.04143718705188,manhuaçu,MG
58302,-7.15255838402905,-34.96096664328584,santa rita,PB
13835,-22.33120840446673,-47.16075156041869,conchal,SP
7142,-23.41769879877663,-46.49241651318598,guarulhos,SP
6766,-23.6277772352208,-46.78038972337979,taboão da serra,SP
17900,-21.487246619255597,-51.54031316907197,dracena,SP
17519,-22.229006412878057,-49.938401413772745,marilia,SP
24130,-22.8796102749367,-43.10091591793149,niteroi,RJ
18055,-23.49181797890817,-47.51249846808814,sorocaba,SP
97043,-29.676090139594574,-53.81971077485941,santa maria,RS
16880,-21.229854218540293,-50.86523082500572,valparaiso,SP
8470,-23.590549571469776,-46.40498861157595,sao paulo,SP
13735,-21.46882280582204,-46.99882465815975,mococa,SP
88845,-28.603499241654443,-49.31380901517499,cocal do sul,SC
2990,-23.42739714210284,-46.72653053220033,sao paulo,SP
30360,-19.961242679439053,-43.946892900917526,belo horizonte,MG
84200,-24.260968454948905,-49.72500237656334,jaguariaiva,PR
12120,-22.974554788998613,-45.54259849831491,tremembe,SP
6332,-23.549729985579063,-46.83116062693497,carapicuiba,SP
69960,-8.163284074656861,-70.35078249840723,feijó,AC
4547,-23.59867855176293,-46.68450850069249,são paulo,SP
4105,-23.578953042512538,-46.63645759716582,sao paulo,SP
22775,-22.952381301690828,-43.377015824311854,rio de janeiro,RJ
18604,-22.877240756255198,-48.42688857633894,botucatu,SP
27930,-22.40455712580103,-41.80631734074976,macae,RJ
31140,-19.89412467924161,-43.93419290990549,belo horizonte,MG
39243,-18.733905,-44.37032175,inimutaba,MG
35450,-20.23911242820405,-43.80171945299326,itabirito,MG
22793,-23.004532667205364,-43.38240342936694,rio de janeiro,RJ
88371,-26.86998756966993,-48.68665330464465,navegantes,SC
26010,-22.754237967338412,-43.4268685681125,nova iguacu,RJ
17340,-22.49654476294028,-48.54992212818021,barra bonita,SP
1104,-23.534648780454773,-46.63169661587512,sao paulo,SP
38780,-17.985472924768985,-46.90785106020889,vazante,MG
11432,-23.987659442408685,-46.27504517124473,guaruja,SP
29400,-21.062957227924954,-41.36786696308643,mimoso do sul,ES
89570,-27.04600110988704,-51.23217835466098,pinheiro preto,SC
